from,to,result,result_description
Chemical,Mechanical,Combustion,"(or burning) A complex sequence of exothermic chemical reactions between a fuel and an oxidant accompanied by the production of heat or both heat and light in the form of either a glow or flames. Direct combustion by atmospheric oxygen is a reaction mediated by radical intermediates typically produced as a result of thermal runaway, where the heat generated by combustion is necessary to maintain the high temperature necessary for radical production."
Chemical,Mechanical,Deflagration,"A technical term describing subsonic combustion that usually propagates through thermal conductivity (hot burning material heats the next layer of cold material and ignites it). Most 'fire' found in daily life, from flames to explosions, is technically deflagration. Deflagration is different from detonation (which is supersonic and propagates through shock compression)."
Chemical,Mechanical,Deliquescence,"Deliquescent materials are substances (mostly salts) that have a strong affinity for moisture and will absorb relatively large amounts of water from the atmosphere if exposed to it, forming a liquid solution."
Chemical,Mechanical,Detonation,"Detonation involves a supersonic exothermic front accelerating through a medium that eventually drives a shock front propagating directly in front of it. Detonations are observed in both conventional solid and liquid explosives, as well as in reactive gases."
Chemical,Mechanical,Entropic Explosion,An explosion in which the reactants undergo a large change in volume without releasing a large amount of heat.
Chemical,Mechanical,Exothermic Reaction,"An exothermic reaction is a chemical reaction accompanied by the release of heat. In other words, the energy needed for the reaction to occur is less than the total energy released. As a result of this, the extra energy is released, usually in the form of heat."
Chemical,Mechanical,Explosion,"A sudden increase in volume and release of energy in an extreme manner, usually with the generation of high temperatures and the release of gases."
Chemical,Mechanical,Fermentation,"In an industrial context, fermentation refers to the breakdown of organic substances and re-assembly into other substances. Somewhat paradoxically, fermenter culture in industrial capacity often refers to highly oxygenated and aerobic growth conditions, whereas fermentation in the biochemical context is a strictly anaerobic process."
Chemical,Mechanical,Lotus Leaf Effect,The leaves of the sacred lotus flower (Nelumbo) are characterized by a very high water repellency (superhydrophobicity). Dirt particles are picked up by water droplets due to a complex micro- and nanoscopic architecture of the surface which enables minimisation of adhesion.
Chemical,Mechanical,Metastability,A general scientific concept which describes states of delicate equilibrium. A system is in a metastable state when it is in equilibrium (not changing with time) but is susceptible to fall into lower-energy states with only slight interaction. It is analogous to being at the bottom of a small valley when there is a deeper valley close by
Chemical,Mechanical,Nuclear Fission,"The splitting of the nucleus of an atom into parts (lighter nuclei) often producing free neutrons and other smaller nuclei, which may eventually produce photons (in the form of gamma rays). Fission of heavy elements is an exothermic reaction which can release large amounts of energy both as electromagnetic radiation and as kinetic energy of the fragments (heating the bulk material where fission takes place)."
Chemical,Mechanical,Nuclear Fusion,The generation of power by the fusing together of atomic nuclei to form a heavier nucleus.
Chemical,Mechanical,Nucleation,"The extremely localised budding of a distinct thermodynamic phase. Some examples of phases that may form via nucleation in liquids are gaseous bubbles, crystals or glassy regions. Creation of liquid droplets in saturated vapor is also characterized by nucleation. Most nucleation processes are physical, rather than chemical, but a few exceptions do exist (e.g. electrochemical nucleation)."
Chemical,Mechanical,Onnes Effect,The ability of superfluid liquids to cross obstacles that lie at a higher level. The Onnes Effect is enabled by the capillary forces dominating the gravity and viscous forces.
