from,to,result,result_description
Mechanical,Kinetic,Hydraulic Ram,"A cyclic water pump powered by hydropower. It functions as a hydraulic transformer that takes in water at one hydraulic head and flow-rate, and outputs water at a different hydraulic-head and flow-rate."
Mechanical,Kinetic,Impeller,A rotating component used to increase the pressure and flow of a fluid. Typically the rotating component of a centrifugal pump. Transfers energy from the motor that drives the pump to the fluid being pumped by accelerating the fluid outwards from the center of rotation. The velocity achieved by the impeller transfers into pressure when the outward movement of the fluid is confined by the pump casing.
Mechanical,Kinetic,Inclined Plane,"A flat surface whose endpoints are at different heights. By moving an object up an inclined plane rather than completely vertically, the amount of force required is reduced, at the expense of increasing the distance the object must travel."
Mechanical,Kinetic,Injector,"(or ejector) A pump-like device that uses the Venturi effect of a converging-diverging nozzle to convert pressure energy of a motive fluid to velocity energy, creating a low pressure zone that draws in and entrains a suction fluid. After passing through the throat of the injector, the mixed fluid expands and the velocity reduced, recompressing the mixed fluids by converting velocity energy back to pressure energy."
Mechanical,Kinetic,Microfluidic Pump,Devices that can control and manipulate small fluid volumes. Typically this term refers to pumps with functional dimensions in the micrometer range.
Mechanical,Kinetic,Pantograph,"A mechanical linkage connected in a manner based on parallelograms so that the movement of one pen, in tracing an image, produces identical movements in a second pen."
Mechanical,Kinetic,Parachute,"A device used to slow the motion of an object through an atmosphere by creating drag, or in the case of ram-air parachutes, aerodynamic lift."
Mechanical,Kinetic,PeaucellierLipkin Linkage,A mechanical linkage that can be used to convert circular motion into perfect linear motion (or vice versa). It does this without a sliding guide.
Mechanical,Kinetic,Pendulum,A weight suspended from a pivot so that it can swing freely
Mechanical,Kinetic,Peristaltic Pump,A type of positive displacement pump used for pumping a variety of fluids.
Mechanical,Kinetic,Pitot Tube,A pressure measurement instrument used to measure fluid flow velocity. Consists of a tube pointing directly into the fluid flow.
Mechanical,Kinetic,Pulley,"A wheel with a groove between two flanges around its circumference. A rope, cable or belt usually runs inside the groove. Pulleys are used to change the direction of an applied force, transmit rotational motion, or realize a mechanical advantage in either a linear or rotational system of motion."
Mechanical,Kinetic,Pulser Pump,A combination of a trompe and an air lift pump that uses gravity to pump water to a higher elevation. It has no moving parts.
Mechanical,Kinetic,Pump,"A device used to move fluids, such as liquids, gases or slurries."
Mechanical,Kinetic,Quadruplanar-Inversor,A mechanical linkage that can be used to convert circular motion into perfect linear motion (or vice versa). It does this without a sliding guide.
Mechanical,Kinetic,Rack and Pinion,"A pair of gears which convert rotational motion into linear motion (or vice versa). The circular pinion engages teeth on a flat bar - the rack. Rotational motion applied to the pinion will cause the rack to move to the side, up to the limit of its travel."
Mechanical,Kinetic,Reaction Wheel,A type of flywheel used primarily by spacecraft to change their angular momentum without rockets or other reaction devices. Cab provide very precise changes in angle and hence spacecraft's attitude. Also applicable to non-spacecraft systems.
Mechanical,Kinetic,Rifling,"Helix-shaped pattern in the barrel of a gun or firearm, which imparts a spin to a projectile around its long axis. This spin serves to gyroscopically stabilize the projectile, improving its aerodynamic stability and accuracy."
Mechanical,Kinetic,Rocket,"A jet engine that uses only propellant mass for forming its high speed propulsive jet. Rocket engines are reaction engines. Since they need no external material to form their jet, rocket engines can be used for spacecraft propulsion as well as terrestrial uses, such as missiles. Most rocket engines are internal combustion engines, although non combusting forms also exist."
Mechanical,Kinetic,Screw,A helical inclined plane. A screw can convert a rotational force (torque) to a linear force and vice versa.
Mechanical,Kinetic,Spanish Windlass,"A simple machine for applying a tension between two objects to pull them together. Consists of a continuous loop of rope passing around the objects and a beam (e.g. a stick) passing through the middle of the loop. Rotation of the beam around the axis of the loop causes the loop to twist around itself, effectivly shortening its length and so pulling the objects towards each another."
Mechanical,Kinetic,Spring,An elastic object used to store mechanical energy.
Mechanical,Kinetic,Stewart Platform,"A type of parallel robot that incorporates six prismatic actuators, commonly hydraulic jacks. These actuators are mounted in pairs to the mechanism's base, crossing over to three mounting points on a top plate. Devices placed on the top plate can be moved in the six degrees of freedom in which it is possible for a freely-suspended body to move."
